"auctionEndDate","auctionResultAuctionEnded","auctionResultBids","auctionResultHighBid","auctionResultReserveMet","auctionResultViews","auctionResultWatchers","auctionStatus","auctionUrl","countryCode","countryCodeAlpha3","currency","currentBid","currentBidFormatted","description","currentBidder","detailLocation","era","id","inSubscription","listingDetails/0","listingDetails/1","listingDetails/2","listingDetails/3","listingDetails/4","listingDetails/5","listingDetails/6","listingDetails/7","listingDetails/8","listingDetails/9","listingDetails/10","listingDetails/11","listingDetails/12","listingDetails/13","listingDetails/14","listingDetails/15","listingDetails/16","listingDetails/17","listingDetails/18","listingDetails/19","listingDetails/20","listingDetails/21","listingDetails/22","listingDetails/23","listingDetails/24","listingDetails/25","listingDetails/26","listingDetails/27","listingDetails/28","listingDetails/29","listingDetails/30","lotNumber","model","make","noReserve","privatePartyOrDealer","repeat","reserveMet","soldText","title","views"
"2026-01-14T20:35:44.000Z","January 14, 2026 at 12:35PM PT","33","61500","false","8258","1083","ended","https://bringatrailer.com/listing/1980-porsche-911sc-135/","US","USA","USD","61500","USD $61,500","This 1980 Porsche 911SC Targa was initially delivered through Martin Johnson Porsche in Oakland, California, and remained under single-family ownership in the state until 2024. Finished in Copper Brown Metallic over tan leather, the car is powered by a 3.0-liter flat-six paired with a five-speed manual transaxle.",,"Located in United States","1980s","106475758","false","Chassis: 91A0142570","41k Miles Shown","3.0-Liter Flat-Six","Five-Speed Manual Transaxle","Copper Brown Metallic Paint","Tan Leather Upholstery","Disc Brakes","16"" BBS Alloy Wheels","Removable Roof Panel","Air Conditioning","Digital Rearview Mirror","Pursuit GPS Tracking System","Blaupunkt Cassette Stereo","Custom Sound System","Owner's Manual & Service Records","Spare Set of Wheels",,,,,,,,,,,,,,,,"226408","Porsche 911SC","Porsche","false","Private Party","true","false","Bid to USD $61,500 <span> on 1/14/26 </span>","1980 Porsche 911SC Targa","0 Views"
"2026-01-14T20:35:13.000Z","January 14, 2026 at 12:35PM PT","16","266000","false","13936","1271","ended","https://bringatrailer.com/listing/1997-porsche-911-turbo-102/","US","USA","USD","266000","USD $266,000","This 1997 Porsche 911 Turbo remained registered in Oregon until 2022 and now shows 35k miles. Powered by a twin-turbocharged 3.6L flat-six that drives all four wheels through a six-speed manual transaxle with a limited-slip differential, the car is finished in Arctic Silver Metallic over black leather upholstery.",,"Located in United States","1990s","106724632","false","Chassis: WP0AC2999VS375194","35k Miles Shown","Twin-Turbocharged 3.6-Liter Flat-Six","Six-Speed Manual Transaxle","Limited-Slip Differential","Arctic Silver Metallic Paint","Black Leather Upholstery","18″ Turbo Twist Wheels","Xenon Headlights","Fog Lights","Fixed Rear Spoiler","Power-Adjustable Front Seats","Cassette Stereo","Cruise Control","Air Conditioning","Clean Carfax Report",,,,,,,,,,,,,,,,"226480","Porsche 993 Turbo","Porsche","false","Dealer","false","false","Bid to USD $266,000 <span> on 1/14/26 </span>","35k-Mile 1997 Porsche 911 Turbo","0 Views"
"2026-01-14T20:15:23.000Z","January 14, 2026 at 12:15PM PT","51","97000","false","16239","1518","ended","https://bringatrailer.com/listing/1995-porsche-911-carrera-coupe-133/","US","USA","USD","97000","USD $97,000","This 1995 Porsche 911 Carrera coupe has been registered in California from new, and is said to have remained under the care of one family from 2000 until the current owner&#039;s purchase in 2025. It is powered by a 3.6-liter flat-six paired with a six-speed manual transaxle and is finished in Midnight Blue Metallic over blue leather upholstery.","BullitFZJ80","Located in United States","1990s","107094421","false","Chassis: WP0AA299XSS322974","117k Miles Shown","3.6‑Liter Flat‑Six","Six‑Speed Manual Transaxle","Midnight Blue Metallic Paint","Blue Leather Upholstery","17″ Cup II Wheels","Power‑Operated Sunroof","Power‑Adjustable Front Seats","Alpine Stereo","Cruise Control","Air Conditioning","Carfax Report",,,,,,,,,,,,,,,,,,,"226400","Porsche 993 911 (Non-Turbo/GT2)","Porsche","false","Private Party","false","false","Sold for USD $97,000 <span> on 1/14/26 </span>","1995 Porsche 911 Carrera Coupe 6-Speed","0 Views"
"2026-01-14T20:12:32.000Z","January 14, 2026 at 12:12PM PT","31","89000","false","8871","1174","ended","https://bringatrailer.com/listing/2012-porsche-911-carrera-4s-cabriolet-10/","US","USA","USD","89000","USD $89,000","This 2012 Porsche 911 Carrera 4S cabriolet remained with the second owner from 2014 until the selling dealer&#039;s acquisition in 2025, and the car now has 13k miles. It is powered by a 3.8-liter flat-six that drives all four wheels through a six-speed manual transaxle and is finished in black over black leather.","GlenSurf","Located in United States","2010s","106990084","false","Chassis: WP0CB2A95CS754763","13k Miles","3.8-Liter Flat-Six","Six-Speed Manual Transaxle","All-Wheel-Drive System","Black Paint","Black Leather Upholstery","19” Turbo II Wheels","Sport Chrono Package Plus","Infotainment Package","PCM w/Navigation","Bose Sound System","Heated & Ventilated Front Seats","Clean Carfax Report",,,,,,,,,,,,,,,,,,"226476","Porsche 997 911 Carrera 4S","Porsche","false","Dealer","false","false","Sold for USD $89,000 <span> on 1/14/26 </span>","13k-Mile 2012 Porsche 911 Carrera 4S Cabriolet 6-Speed","0 Views"
"2026-01-14T20:11:56.000Z","January 14, 2026 at 12:11PM PT","43","247991","false","14333","1529","ended","https://bringatrailer.com/listing/2019-porsche-911-gt3-rs-96/","US","USA","USD","247991","USD $247,991","This 2019 Porsche 911 GT3 RS has 4,600 miles through the owner&#039;s purchase in 2020, and it has been fitted with a GMG exhaust system. It is powered by a 4.0-liter flat-six paired with a seven-speed PDK dual-clutch transaxle and is finished in white over black leather and Alcantara. The car is further equipped with the Sport Chrono Package, 20&quot; and…","OZLO","Located in United States","2010s","107296459","false","Chassis: WP0AF2A97KS165367","4,600 Miles","4.0-Liter Flat-Six","Seven-Speed PDK Dual-Clutch Transaxle","White Paint","Black Leather and Alcantara Upholstery","20"" and 21"" Center-Lock Alloy Wheels","Carbon-Fiber Exterior and Interior Accents","Porsche Ceramic Composite Brakes","Front-Axle Lift","Carbon-Fiber Full Bucket Seats","Bose Sound System","GMG Exhaust","Removed Factory Exhaust","Window Sticker",,,,,,,,,,,,,,,,,"226438","Porsche 991 911 GT3","Porsche","false","Private Party","false","false","Sold for USD $247,991 <span> on 1/14/26 </span>","4,600-Mile 2019 Porsche 911 GT3 RS","0 Views"
"2026-01-14T19:55:23.000Z","January 14, 2026 at 11:55AM PT","17","50000","false","7931","964","ended","https://bringatrailer.com/listing/2004-porsche-911-carrera-4s-coupe-45/","US","USA","USD","50000","USD $50,000","This 2004 Porsche 911 Carrera 4S coupe has spent most of its time registered in Colorado, California, and Oregon, and 9k of the 67k miles have been added since the seller purchased the car in May 2024. It is finished in Guards Red over black leather with body-color backs and is powered by a 3.6-liter flat-six that drives all four wheels through a…","Pherman","Located in United States","2000s","106785138","false","Chassis: WP0AA299X4S621111","67k Miles","3.6-Liter Flat-Six","Six-Speed Manual Transaxle","Guards Red Paint","Black Leather Upholstery","18″ Turbo-Look Wheels","Xenon Headlights","Sunroof","Speed-Activated Rear Spoiler","Power-Adjustable Front Sport Seats","Automatic Climate Control","Kenwood Amplifier","Sony Touchscreen Head Unit w/Bluetooth Connectivity","Clean Carfax Report",,,,,,,,,,,,,,,,,"226464","Porsche 996 911 Carrera 4S","Porsche","false","Private Party","false","false","Sold for USD $50,000 <span> on 1/14/26 </span>","2004 Porsche 911 Carrera 4S Coupe 6-Speed","0 Views"
"2026-01-14T19:10:01.000Z","January 14, 2026 at 11:10AM PT","23","45750","false","4782","668","ended","https://bringatrailer.com/listing/2004-porsche-911-carrera-cabriolet-28/","US","USA","USD","45750","USD $45,750","This 2004 Porsche 911 Carrera cabriolet has 7k miles following history with two registered owners, and it was ordered with over $9k in optional equipment including the Bose High End Sound and Power Seat packages as well as Porsche Communication Management II, Basalt Black Metallic paint, 18&quot; Turbo-look wheels with full-color Porsche-crest center…","OSUBCZ","Located in United States","2000s","106932354","false","Chassis: WP0CA29914S653339","7k Miles","3.6-Liter M96 Flat-Six","Six-Speed Manual Transaxle","Basalt Black Metallic Paint","Black Standard Leather Upholstery","18″ Turbo-Look Wheels","Porsche Stability Management","Bose High End Sound Package","Power Seat Package","Black Soft Top","Porsche Communication Management II","Porsche Certificate of Authenticity","Window Sticker","Clean Carfax Report",,,,,,,,,,,,,,,,,"226419","Porsche 996 911 Carrera","Porsche","false","Dealer","false","false","Sold for USD $45,750 <span> on 1/14/26 </span>","7k-Mile 2004 Porsche 911 Carrera Cabriolet 6-Speed","0 Views"
"2026-01-14T18:48:00.000Z","January 14, 2026 at 10:48AM PT","12","37250","false","5770","835","ended","https://bringatrailer.com/listing/2005-porsche-911-carrera-s-cabriolet-22/","US","USA","USD","37250","USD $37,250","This 2005 Porsche 911 Carrera S cabriolet is finished in GT Silver Metallic over black leather, and it was specified with the Sport Chrono Package Plus, a Bose High End sound system, and the Power Seat package. It has 45k miles following registration history in California, and it was purchased by its current owner in March 2016.",,"Located in United States","2000s","106853342","false","Chassis: WP0CB29905S765435","45k Miles","3.8-Liter Flat-Six","Six-Speed Manual Transaxle","GT Silver Metallic Paint","Black Leather Upholstery","Black Soft Top","19″ Sport Design Wheels","Sport Chrono Package Plus","Bi-Xenon Headlights","Power Seat Package","Bose High End Sound System w/CD Stereo","Automatic Climate Control",,,,,,,,,,,,,,,,,,,"226394","Porsche 997 911 Carrera S","Porsche","false","Private Party","false","false","Bid to USD $37,250 <span> on 1/14/26 </span>","45k-Mile 2005 Porsche 911 Carrera S Cabriolet 6-Speed","0 Views"
"2026-01-14T18:30:20.000Z","January 14, 2026 at 10:30AM PT","37","59020","false","21037","1539","ended","https://bringatrailer.com/listing/1973-porsche-911t-coupe-40/","US","USA","USD","59020","USD $59,020","This 1973 Porsche 911T coupe was modified under prior ownership with fiberglass fender flares, an IROC-style rear spoiler, and custom bumpers. A 3.2L flat-six was also installed, and it is linked with a 915 five-speed manual transaxle. The car is finished in white, and it rides on 15&quot; Gotti wheels with Tarett Engineering and Bilstein suspension…","DJMRJD","Located in United States","1970s","107080021","false","Chassis: 9113103237","19k Miles Shown, TMU","3.2-Liter Flat-Six","915 Five-Speed Manual Transaxle","White Paint","Black & Red Microsuede Upholstery","Fiberglass Wide Bodywork","IROC-Style Rear Spoiler","15"" Gotti Wheels","Tarett Engineering & Bilstein Suspension","930-Specification Brake Calipers","Roll Bar","Schroth Seats w/Harnesses","Power Windows","Tag-Heuer Stopwatches","MOMO Steering Wheel",,,,,,,,,,,,,,,,"226375","Porsche LWB 911T (1969-1973)","Porsche","true","Dealer","false","true","Sold for USD $59,020 <span> on 1/14/26 </span>","IROC RSR-Style 1973 Porsche 911T Coupe 3.2L 5-Speed","0 Views"
"2026-01-13T20:39:38.000Z","January 13, 2026 at 12:39PM PT","25","143500","false","15247","1406","ended","https://bringatrailer.com/listing/2009-porsche-911-turbo-cabriolet-79/","US","USA","USD","143500","USD $143,500","This 2009 Porsche 911 Turbo cabriolet is said to have remained with its original owner until 2023 and has 140 miles. It was ordered in paint-to-sample silver over a beige leather-to-sample interior and is powered by a twin-turbocharged 3.6L flat-six that drives all four wheels via a five-speed Tiptronic S automatic transaxle.","AntonSportGarage","Located in United States","2000s","107374236","false","Chassis: WP0CD29909S773857","140 Miles","Twin-Turbocharged 3.6L Flat-Six","Five-Speed Automatic Transaxle","Paint-To-Sample Silver Paint","Leather-To-Sample Beige Upholstery","Black Soft Top","Removable Hardtop","19"" Champion Motorsports Wheels","Ceramic-Composite Brakes","Heated & Ventilated Front Seats","Thicker Leather Steering Wheel","PCM w/Navigation","Bose Sound System","Sport Chrono Package","Makassar Wood Trim","Aftermarket Exhaust System","Window Sticker",,,,,,,,,,,,,,"226347","Porsche 997 911 Turbo","Porsche","false","Dealer","false","false","Sold for USD $143,500 <span> on 1/13/26 </span>","140-Mile 2009 Porsche 911 Turbo Cabriolet","0 Views"
"2026-01-13T20:02:34.000Z","January 13, 2026 at 12:02PM PT","38","391000","false","14946","1499","ended","https://bringatrailer.com/listing/2025-porsche-911-gt3-rs-12/","US","USA","USD","391000","USD $391,000","This 2025 Porsche 911 GT3 RS was specified in Ice Gray Metallic over black leather and Race-Tex, and it was optioned with the weight-reducing Weissach Package which includes a carbon-composite roof panel, front lid, anti-roll bars, and interior trim. Additional options included an extended-range fuel tank, Porsche Ceramic Composite Brakes (PCCB),…",,"Located in United States","2020s","107296114","false","Chassis: WP0AF2A99SS278804","787 Miles","4.0-Liter Flat-Six","Extended-Range 23.7-Gallon Fuel Tank","Akrapovic Exhaust System","Seven-Speed PDK Dual-Clutch Automatic Transaxle","Electronically Locking Differential","Ice Gray Metallic Paint","Black Leather & Race-Tex Upholstery","Weissach Package","20"" & 21"" GT3 RS Magnesium Center-Lock Wheels","Porsche Ceramic Composite Brakes (PCCB)","Front-Axle Lift System","Rear-Axle Steering","LED-Matrix Headlights","Rear Wing","Carbon-Fiber Full Bucket Seats","Bose Sound System","Porsche Communication Management","Window Sticker","Clean Carfax Report",,,,,,,,,,,"226309","Porsche 992 911 GT3","Porsche","false","Private Party","false","false","Bid to USD $391,000 <span> on 1/13/26 </span>","2025 Porsche 911 GT3 RS Weissach","0 Views"
"2026-01-13T19:58:50.000Z","January 13, 2026 at 11:58AM PT","23","52000","false","9884","1264","ended","https://bringatrailer.com/listing/2009-porsche-911-carrera-4s-cabriolet-41/","US","USA","USD","52000","USD $52,000","This 2009 Porsche 911 Carrera 4S cabriolet was specified in GT Silver Metallic and optioned with the Sport Chrono, Infotainment, and Premium Packages. The car is powered by a 3.8-liter flat-six that drives all four wheels through a seven-speed PDK dual-clutch transaxle, and the interior is trimmed in black leather.","CD8","Located in United States","2000s","107149809","false","Chassis: WP0CB29909S756014","66k Miles","3.8-Liter Flat-Six","Seven-Speed PDK Dual-Clutch Automatic Transaxle","GT Silver Metallic Paint","Black Leather Upholstery","19” Carrera S II Wheels","Black Soft Top","Heated & Ventilated Front Seats","Automatic Climate Control","Bluetooth-Capable Pioneer Head Unit","Clean Carfax Report",,,,,,,,,,,,,,,,,,,,"226296","Porsche 997 911 Carrera 4S","Porsche","false","Dealer","false","false","Sold for USD $52,000 <span> on 1/13/26 </span>","2009 Porsche 911 Carrera 4S Cabriolet","0 Views"
"2026-01-13T19:45:41.000Z","January 13, 2026 at 11:45AM PT","36","49000","false","6790","814","ended","https://bringatrailer.com/listing/2003-porsche-911-carrera-cabriolet-92/","US","USA","USD","49000","USD $49,000","This 2003 Porsche 911 Carrera cabriolet was specified in Carrara White over Savanna Beige leather, and it was optioned with burl walnut wood interior trim. It has 36k miles following registration history in New York, North Carolina, Wisconsin, and Ohio. The car is powered by a 3.6-liter M96 flat-six paired with a six-speed manual transaxle, and…","gcliebig70","Located in United States","2000s","105162939","false","Chassis: WP0CA29973S653439","36k Miles","3.6-Liter M96 Flat-Six","Six-Speed Manual Transaxle","Carrara White Paint","Savanna Beige Leather Upholstery","Burl Walnut Wood Interior Trim","Blue Soft Top","Color-Matched Removable Hardtop","18″ Sport Classic Wheels","Porsche Stability Management","Deployable Rear Spoiler","Heated Power-Adjustable Front Seats","Bose Sound System","Becker Porsche CDR-23 Stereo & Remote CD Changer","Automatic Climate Control","Clean Carfax Report",,,,,,,,,,,,,,,"226248","Porsche 996 911 Carrera","Porsche","false","Dealer","false","false","Sold for USD $49,000 <span> on 1/13/26 </span>","36k-Mile 2003 Porsche 911 Carrera Cabriolet 6-Speed","0 Views"
"2026-01-13T19:08:39.000Z","January 13, 2026 at 11:08AM PT","57","184000","false","33370","2370","ended","https://bringatrailer.com/listing/1986-porsche-911-turbo-coupe-69/","US","USA","USD","184000","USD $184,000","This 1986 Porsche 911 Turbo coupe is finished in Meteor Metallic over Burgundy leather upholstery and is powered by a turbocharged 3.3-liter flat-six linked with a four-speed manual transaxle and limited-slip differential. Further equipment includes 16&quot; Fuchs alloy wheels, disc brakes, a sunroof, a tea-tray rear spoiler, and air conditioning along…","jimerl","Located in United States","1980s","105166379","false","Chassis: WP0JB0935GS051004","61k Miles Shown","Turbocharged 3.3-Liter Flat-Six","Four-Speed Manual Transaxle","Limited-Slip Differential","Meteor Metallic Paint","Burgundy Leather Upholstery","16"" Fuchs Alloy Wheels","Sunroof","Tea-Tray Rear Spoiler","Power-Adjustable Front Seats","Air Conditioning","Blaupunkt Stereo","MOMO Steering Wheel","Clean Carfax Report",,,,,,,,,,,,,,,,,"226290","Porsche 930 Turbo","Porsche","false","Dealer","false","false","Sold for USD $184,000 <span> on 1/13/26 </span>","1986 Porsche 911 Turbo Coupe","0 Views"
"2026-01-13T18:35:19.000Z","January 13, 2026 at 10:35AM PT","30","90500","false","14754","1694","ended","https://bringatrailer.com/listing/1987-porsche-911-carrera-coupe-109/","US","USA","USD","90500","USD $90,500","This 1988 Porsche 911 Carrera coupe was specified in Grand Prix White over Marine Blue leather upholstery, and shifting is through a G50 five-speed manual transaxle. Powered by a 3.2-liter flat-six, the car is equipped with 16″ Fuchs alloy wheels with body-color centers, a power-operated sunroof, power-adjustable front seats, an aftermarket…","Findus11","Located in United States","1980s","107193198","false","Chassis: WP0AB0915JS120148","135k Miles Shown","3.2-Liter Flat-Six","G50 Five-Speed Manual Transaxle","Grand Prix White Paint","Marine Blue Partial Leather Upholstery","16″ Fuchs Alloy Wheels","Sunroof","Power-Adjustable Front Seats","Aftermarket Stereo","Cruise Control","R134a-Based Air Conditioning","Power Windows","Service Records","Clean Carfax Report",,,,,,,,,,,,,,,,,"226241","Porsche 911 Carrera 3.2","Porsche","false","Private Party","false","false","Sold for USD $90,500 <span> on 1/13/26 </span>","1988 Porsche 911 Carrera Coupe G50","0 Views"
"2026-01-13T17:25:29.000Z","January 13, 2026 at 9:25AM PT","48","434000","false","29606","1866","ended","https://bringatrailer.com/listing/2019-porsche-911-speedster-94/","US","USA","USD","434000","USD $434,000","This 2019 Porsche 911 Speedster is #66 of 1,948 examples produced for the model year and was ordered with heated 18-way Adaptive Sport Seats Plus, a front-axle lift system, Bose audio, LED headlights with PDLS, and the Chrono and Light Design packages. The car is finished in Black over Black leather with Red stitching and is powered by a 4.0-liter…","krosen19","Located in United States","2010s","105289656","false","Chassis: WP0CF2A9XKS172466","#65 of 1,948 Produced","2,200 Miles","4.0-Liter Flat-Six","Six-Speed Manual Transaxle","Limited-Slip Differential","Black Paint w/PPF","Black Soft Top","Black Leather w/Red Stitching","Chrono & Light Design Packages","Satin Black 20"" GT3 Center-Lock Wheels","Porsche Ceramic Composite Brakes","Heated Adaptive Sport Seats Plus","Black LED Headlights w/PDLS","Extended-Range Fuel Tank","Front-Axle Lift System","Window Sticker","Literature & Records","Accident-Free Carfax Report",,,,,,,,,,,,,"226046","Porsche 991 911 Speedster","Porsche","false","Dealer","false","false","Sold for USD $434,000 <span> on 1/13/26 </span>","2,200-Mile 2019 Porsche 911 Speedster","0 Views"
"2026-01-12T19:51:02.000Z","January 12, 2026 at 11:51AM PT","30","169000","false","11144","1195","ended","https://bringatrailer.com/listing/2021-porsche-911-gt3-cup-3/","US","USA","USD","169000","USD $169,000","This 2021 Porsche 911 GT3 Cup is said to have been campaigned by a racing team in France before it was purchased by the seller in 2021 and brought to the US. The car features aluminum-steel composite bodywork finished in silver, and power comes from a 4.0-liter flat-six linked with a six-speed sequential transaxle and a limited-slip differential.",,"Located in United States","2020s","106710550","false","Chassis: WPOZZZ99ZMS298159","20k Kilometers (~12k Miles)","4.0L Flat-Six","Six-Speed Sequential Transaxle","Limited-Slip Differential","Magnetic Paddle Shifters","Silver Paint","Carbon Fiber Fixed Bucket Seats","Schroth Harnesses","Air Jack System","Fire Suppression System","Center-Lock 18"" Wheels","Padded Roll Cage w/Door Bars","Spare Wheels & Tires",,,,,,,,,,,,,,,,,,"226226","Porsche 992 911 GT3","Porsche","false","Private Party","false","false","Bid to USD $169,000 <span> on 1/12/26 </span>","2021 Porsche 911 GT3 Cup","0 Views"
